room_id,temperature,humidity,decibel_level,hour,is_weekend,timestamp,ml_classification_status
esp32-room1,23.9,42.6,19.4,21,1,1639389,nyaman
esp32-room3,20.5,44.1,29.5,5,0,1639503,nyaman
esp32-room3,24.0,45.8,18.9,22,1,1639553,nyaman
esp32-room1,27.3,64.1,61.3,9,0,1639853,cukup_nyaman
esp32-room3,26.7,58.5,53.9,12,1,1639979,cukup_nyaman
esp32-room1,20.4,36.8,24.5,3,0,1640107,nyaman
esp32-room2,27.2,61.1,52.8,17,0,1640214,cukup_nyaman
esp32-room1,24.7,57.8,42.3,20,0,1640279,nyaman
esp32-room2,27.6,56.0,59.9,20,1,1640367,cukup_nyaman
esp32-room3,26.7,65.4,67.6,15,0,1640478,cukup_nyaman
esp32-room1,23.1,51.0,69.2,7,0,1640728,nyaman
esp32-room1,21.4,48.8,20.9,2,0,1641011,nyaman
esp32-room2,20.9,49.6,35.3,22,0,1641118,nyaman
esp32-room1,27.0,57.3,48.0,12,1,1641405,nyaman
esp32-room3,26.4,60.9,47.9,20,1,1641463,cukup_nyaman
esp32-room2,22.1,35.0,44.5,22,0,1641687,nyaman
esp32-room1,26.5,60.6,58.7,12,1,1641860,cukup_nyaman
esp32-room2,26.7,68.3,74.8,12,0,1642001,tidak_nyaman
esp32-room3,21.0,37.4,20.6,0,0,1642035,nyaman
esp32-room1,21.4,45.2,14.7,2,0,1642175,nyaman
esp32-room1,28.4,62.4,80.4,12,0,1642351,tidak_nyaman
esp32-room3,25.4,60.2,61.5,16,0,1642383,cukup_nyaman
esp32-room3,20.8,35.7,17.4,4,0,1642485,nyaman
esp32-room3,27.9,61.3,75.9,10,0,1642573,tidak_nyaman
esp32-room3,21.5,52.7,16.0,0,0,1642687,nyaman
esp32-room1,26.2,61.0,63.7,17,0,1642815,cukup_nyaman
esp32-room1,26.2,65.1,65.7,17,0,1642975,cukup_nyaman
esp32-room2,25.8,69.4,70.8,9,0,1643141,cukup_nyaman
esp32-room1,28.3,62.2,60.8,15,0,1643225,cukup_nyaman
esp32-room2,20.3,41.9,26.0,5,0,1643257,nyaman
esp32-room3,22.7,47.5,22.0,23,1,1643511,nyaman
esp32-room1,21.7,48.6,22.8,22,0,1643736,nyaman
esp32-room1,27.3,66.9,52.1,12,1,1643804,cukup_nyaman
esp32-room1,19.9,47.9,21.5,5,0,1643972,nyaman
esp32-room2,22.4,53.8,62.2,8,0,1644196,nyaman
esp32-room3,23.0,52.0,54.8,7,0,1644365,nyaman
esp32-room3,23.8,59.7,54.2,8,0,1644605,nyaman
esp32-room2,26.3,49.6,61.7,7,1,1644705,cukup_nyaman
esp32-room1,23.1,54.1,14.3,4,0,1644976,nyaman
esp32-room2,23.9,50.6,33.5,22,0,1645112,nyaman
esp32-room2,23.2,46.3,52.4,7,0,1645308,nyaman
esp32-room3,23.1,43.3,19.2,0,0,1645381,nyaman
esp32-room2,30.1,66.9,72.8,11,0,1645543,tidak_nyaman
esp32-room1,25.9,56.3,65.0,16,1,1645810,nyaman
esp32-room1,28.8,62.2,68.2,13,1,1646011,cukup_nyaman
esp32-room3,21.1,42.9,22.1,5,1,1646209,nyaman
esp32-room2,23.9,51.6,23.4,2,1,1646420,nyaman
esp32-room2,24.1,50.4,53.3,10,1,1646484,nyaman
esp32-room3,23.6,51.4,63.8,6,0,1646659,nyaman
esp32-room3,25.4,60.2,54.1,18,0,1646805,cukup_nyaman
esp32-room1,22.8,41.4,24.2,23,0,1646858,nyaman
esp32-room1,19.0,47.3,34.7,0,1,1647060,nyaman
esp32-room2,22.6,43.8,14.1,2,0,1647244,nyaman
esp32-room3,22.9,44.4,13.1,22,0,1647399,nyaman
esp32-room2,19.7,45.9,3.7,4,0,1647532,nyaman
esp32-room3,21.0,38.5,21.3,5,1,1647625,nyaman
esp32-room3,19.7,41.9,28.6,4,1,1647888,nyaman
esp32-room3,20.7,48.3,29.6,2,0,1648186,nyaman
esp32-room2,20.7,51.5,16.0,21,0,1648217,nyaman
esp32-room2,22.4,46.8,36.5,3,0,1648442,nyaman
esp32-room3,22.8,51.9,19.9,3,0,1648706,nyaman
esp32-room2,21.4,40.6,24.8,5,0,1649000,nyaman
esp32-room3,27.6,67.5,71.0,10,0,1649277,tidak_nyaman
esp32-room2,21.9,46.0,14.9,23,0,1649382,nyaman
esp32-room2,24.3,52.1,43.0,10,1,1649427,nyaman
esp32-room3,20.2,46.9,10.5,5,0,1649667,nyaman
esp32-room3,24.2,47.0,57.4,17,1,1649807,nyaman
esp32-room3,26.8,66.0,59.8,11,0,1649892,cukup_nyaman
esp32-room3,23.3,49.7,48.4,0,1,1649932,nyaman
esp32-room2,21.9,50.5,35.6,7,1,1650184,nyaman
esp32-room3,21.8,37.3,25.1,1,1,1650231,nyaman
esp32-room3,27.1,66.7,55.1,16,0,1650512,cukup_nyaman
esp32-room3,26.0,68.2,51.0,14,0,1650751,cukup_nyaman
esp32-room2,27.5,54.3,59.1,15,1,1650849,cukup_nyaman
esp32-room2,29.1,64.2,68.9,11,0,1650961,tidak_nyaman
esp32-room3,24.8,59.5,40.7,18,1,1651090,nyaman
esp32-room2,23.4,44.0,17.2,4,0,1651211,nyaman
esp32-room2,24.1,52.7,54.5,7,0,1651417,nyaman
esp32-room1,26.2,91.4,70.3,11,0,1651683,tidak_nyaman
esp32-room2,21.4,41.1,28.2,1,0,1651789,nyaman
esp32-room2,22.7,44.0,25.5,23,0,1651921,nyaman
esp32-room2,24.8,56.5,46.6,18,0,1652058,nyaman
esp32-room2,26.9,62.8,68.8,13,0,1652310,cukup_nyaman
esp32-room1,25.0,53.6,40.0,8,1,1652606,nyaman
esp32-room1,24.5,49.5,55.1,7,0,1652742,nyaman
esp32-room1,23.5,42.7,43.7,7,1,1652931,nyaman
esp32-room1,21.6,53.0,54.2,8,0,1652966,nyaman
esp32-room2,24.6,48.3,53.0,7,1,1653259,nyaman
esp32-room1,29.2,59.5,80.1,11,0,1653473,tidak_nyaman
esp32-room3,26.9,61.5,56.6,17,0,1653693,cukup_nyaman
esp32-room3,27.3,66.9,61.7,15,0,1653731,cukup_nyaman
esp32-room3,26.7,69.6,67.5,9,0,1653810,cukup_nyaman
esp32-room2,23.8,43.2,23.6,22,0,1653920,nyaman
esp32-room2,28.2,67.2,74.4,10,0,1654169,tidak_nyaman
esp32-room3,24.3,58.8,60.3,19,0,1654308,nyaman
esp32-room3,21.7,48.3,27.6,1,0,1654603,nyaman
esp32-room1,20.8,43.7,18.4,2,0,1654894,nyaman
esp32-room2,21.0,47.8,22.9,21,0,1654939,nyaman
esp32-room1,28.4,57.5,78.4,12,0,1655237,cukup_nyaman
esp32-room2,20.4,46.5,29.3,1,0,1655419,nyaman
esp32-room3,26.9,60.0,66.9,17,0,1655494,cukup_nyaman
esp32-room3,26.5,63.0,64.9,16,1,1655690,cukup_nyaman
esp32-room2,27.1,65.3,84.0,12,0,1655932,tidak_nyaman
esp32-room1,21.5,46.1,53.7,8,0,1656126,nyaman
esp32-room3,28.8,59.6,76.7,11,0,1656194,cukup_nyaman
esp32-room2,27.1,61.3,59.7,15,1,1656463,cukup_nyaman
esp32-room1,27.5,66.2,85.0,12,0,1656692,tidak_nyaman
esp32-room3,23.1,44.6,61.2,6,0,1656980,nyaman
esp32-room2,23.7,43.8,23.3,6,1,1657012,nyaman
esp32-room1,20.7,41.9,12.0,1,0,1657053,nyaman
esp32-room3,21.9,47.9,30.7,23,0,1657312,nyaman
esp32-room3,24.4,51.5,37.0,20,0,1657485,nyaman
esp32-room1,27.9,67.0,58.5,13,0,1657526,cukup_nyaman
esp32-room3,22.9,43.4,36.6,3,1,1657611,nyaman
esp32-room1,26.3,64.5,53.3,15,0,1657794,cukup_nyaman
esp32-room2,22.3,42.3,41.7,6,0,1657990,nyaman
esp32-room1,24.5,60.5,49.3,18,0,1658064,nyaman
esp32-room3,25.3,51.8,46.7,17,1,1658351,nyaman
esp32-room1,23.7,52.1,92.6,8,0,1658490,cukup_nyaman
esp32-room3,22.0,43.6,25.6,5,1,1658719,nyaman
esp32-room2,26.4,59.3,46.6,19,0,1658901,nyaman
esp32-room1,26.1,64.0,70.1,16,0,1659113,tidak_nyaman
esp32-room2,24.0,48.6,44.9,7,1,1659166,nyaman
esp32-room1,27.1,66.6,56.4,9,0,1659226,cukup_nyaman
esp32-room1,24.6,47.9,58.2,8,0,1659318,nyaman
esp32-room3,20.8,45.2,25.4,2,0,1659469,nyaman
esp32-room3,22.7,43.1,28.9,21,0,1659708,nyaman
esp32-room3,23.4,48.2,23.5,22,0,1659800,nyaman
esp32-room2,23.2,52.8,62.5,7,0,1660042,nyaman
esp32-room3,33.8,65.1,65.1,12,0,1660245,tidak_nyaman
esp32-room2,26.9,72.3,61.8,16,1,1660310,tidak_nyaman
esp32-room1,28.3,63.6,55.0,11,0,1660537,cukup_nyaman
esp32-room3,20.8,39.5,13.7,2,0,1660626,nyaman
esp32-room1,25.2,53.2,53.2,20,0,1660769,nyaman
esp32-room3,26.2,65.7,69.2,14,0,1660838,cukup_nyaman
esp32-room2,21.0,40.7,34.4,0,1,1661055,nyaman
esp32-room1,23.9,49.4,30.0,22,0,1661197,nyaman
esp32-room1,21.6,40.8,85.6,2,0,1661253,cukup_nyaman
esp32-room1,24.4,54.2,33.1,21,0,1661550,nyaman
esp32-room3,21.3,41.0,28.1,4,0,1661672,nyaman
esp32-room2,22.1,46.7,26.5,23,0,1661732,nyaman
esp32-room2,29.2,63.5,68.5,11,0,1661982,tidak_nyaman
esp32-room1,21.5,35.7,15.5,2,0,1662079,nyaman
esp32-room3,24.7,48.1,50.6,7,0,1662275,nyaman
esp32-room2,21.5,41.3,24.5,23,0,1662374,nyaman
esp32-room1,21.9,51.0,22.9,4,0,1662662,nyaman
esp32-room3,20.5,48.7,6.4,3,0,1662747,nyaman
esp32-room3,27.9,63.0,69.7,17,0,1662802,cukup_nyaman
esp32-room1,21.6,40.0,19.0,0,0,1662884,nyaman
esp32-room3,21.5,50.6,25.4,0,0,1662952,nyaman
esp32-room3,19.4,43.7,34.4,3,0,1663102,nyaman
esp32-room2,27.9,92.2,63.1,10,0,1663302,tidak_nyaman
esp32-room3,23.8,43.4,16.7,4,1,1663553,nyaman
esp32-room3,20.9,42.6,87.1,21,0,1663723,cukup_nyaman
esp32-room1,20.6,45.5,24.0,21,0,1663985,nyaman
esp32-room3,29.0,72.0,66.9,13,0,1664222,tidak_nyaman
esp32-room2,23.5,57.9,43.1,19,0,1664398,nyaman
esp32-room2,23.9,57.6,46.6,20,1,1664591,nyaman
esp32-room3,23.3,54.0,15.7,4,0,1664849,nyaman
esp32-room2,25.4,64.5,51.7,12,1,1665036,cukup_nyaman
esp32-room3,23.2,53.4,47.4,8,0,1665277,nyaman
esp32-room2,20.6,46.4,27.0,3,0,1665458,nyaman
esp32-room1,22.3,52.0,36.6,11,1,1665532,nyaman
esp32-room3,28.5,67.0,73.3,10,0,1665761,tidak_nyaman
esp32-room1,24.7,49.9,35.3,10,1,1665990,nyaman
esp32-room1,20.0,49.9,17.6,3,0,1666136,nyaman
esp32-room2,22.6,45.8,28.7,2,1,1666377,nyaman
esp32-room1,25.2,62.9,48.2,19,0,1666470,nyaman
esp32-room1,22.1,48.6,15.0,4,0,1666615,nyaman
esp32-room3,25.4,46.9,59.2,8,1,1666893,nyaman
esp32-room3,23.6,53.6,19.3,22,1,1667161,nyaman
esp32-room2,28.4,68.6,69.4,17,0,1667409,cukup_nyaman
esp32-room3,22.2,46.1,35.9,2,1,1667703,nyaman
esp32-room1,25.4,57.1,44.7,20,0,1667816,nyaman
esp32-room2,25.9,56.5,63.7,14,0,1667957,nyaman
esp32-room3,23.8,63.8,67.7,16,0,1668200,cukup_nyaman
esp32-room1,25.6,55.2,71.7,9,0,1668482,cukup_nyaman
esp32-room3,23.8,52.5,41.6,9,1,1668750,nyaman
esp32-room3,20.9,40.6,17.6,5,0,1668908,nyaman
esp32-room2,26.9,59.4,69.6,17,0,1669163,cukup_nyaman
esp32-room2,27.8,70.4,65.6,12,0,1669446,tidak_nyaman
esp32-room2,22.6,42.2,24.3,22,0,1669636,nyaman
esp32-room1,21.4,44.2,17.2,6,1,1669763,nyaman
esp32-room1,22.4,47.6,23.8,22,0,1669835,nyaman
esp32-room2,23.2,53.1,66.2,8,0,1670063,nyaman
esp32-room1,23.0,54.2,50.3,9,1,1670329,nyaman
esp32-room2,21.1,46.2,35.5,6,1,1670604,nyaman
esp32-room1,22.5,43.7,32.0,21,0,1670864,nyaman
esp32-room1,22.7,55.3,48.7,19,0,1670999,nyaman
esp32-room3,27.5,70.1,63.7,9,0,1671240,tidak_nyaman
esp32-room3,28.4,58.3,59.5,16,1,1671532,cukup_nyaman
esp32-room2,24.7,46.8,33.2,22,1,1671817,nyaman
esp32-room3,27.8,51.7,66.9,14,1,1672098,cukup_nyaman
esp32-room2,22.3,43.2,23.6,1,0,1672292,nyaman
esp32-room2,27.5,66.4,65.8,14,0,1672481,cukup_nyaman
esp32-room3,23.1,42.6,28.0,23,0,1672752,nyaman
esp32-room3,22.0,52.8,55.1,8,0,1672992,nyaman
esp32-room2,20.9,40.1,24.3,0,0,1673101,nyaman
esp32-room1,21.3,45.3,8.8,5,0,1673239,nyaman
esp32-room3,27.8,66.4,64.4,17,0,1673379,cukup_nyaman
esp32-room3,23.3,50.3,17.9,0,1,1673629,nyaman
esp32-room3,23.0,42.6,27.0,1,1,1673839,nyaman
esp32-room1,21.9,44.9,42.7,6,1,1674043,nyaman
esp32-room3,19.3,44.4,72.5,8,0,1674294,cukup_nyaman
esp32-room2,25.7,50.4,46.8,8,1,1674444,nyaman
esp32-room2,19.6,45.0,15.6,2,0,1674666,nyaman
esp32-room2,28.8,67.1,71.9,16,0,1674875,tidak_nyaman
esp32-room2,27.7,56.1,59.5,17,0,1675031,cukup_nyaman
esp32-room2,23.1,54.4,52.4,6,0,1675160,nyaman
esp32-room3,23.6,57.1,38.6,18,0,1675377,nyaman
esp32-room3,25.4,52.6,52.5,17,1,1675452,nyaman
esp32-room2,26.0,89.8,54.1,19,1,1675634,cukup_nyaman
esp32-room1,23.1,63.6,60.9,15,0,1675670,cukup_nyaman
esp32-room3,29.8,70.3,75.1,12,0,1675754,tidak_nyaman
esp32-room2,21.6,43.1,24.8,0,0,1675912,nyaman
esp32-room2,21.4,49.3,20.6,2,0,1676143,nyaman
esp32-room1,28.0,66.5,54.8,12,0,1676408,cukup_nyaman
esp32-room3,29.8,55.5,66.4,9,0,1676684,cukup_nyaman
esp32-room1,20.2,39.9,27.5,0,0,1676950,nyaman
esp32-room3,27.1,61.0,58.2,14,1,1677079,cukup_nyaman
esp32-room2,23.5,50.4,49.9,9,1,1677307,nyaman
esp32-room3,23.6,38.6,13.5,5,0,1677523,nyaman
esp32-room2,26.1,60.3,61.8,14,0,1677792,cukup_nyaman
esp32-room1,21.6,52.2,45.1,21,1,1677927,nyaman
esp32-room3,23.8,48.1,17.9,23,0,1678174,nyaman
esp32-room3,25.6,60.4,58.6,16,0,1678221,cukup_nyaman
esp32-room3,23.8,47.6,51.1,19,0,1678496,nyaman
esp32-room3,26.0,49.2,63.2,6,0,1678780,nyaman
esp32-room1,21.9,47.4,31.5,6,1,1679027,nyaman
esp32-room2,23.4,47.2,50.6,8,0,1679192,nyaman
esp32-room2,27.0,61.6,81.0,11,0,1679362,tidak_nyaman
esp32-room2,26.9,59.9,73.2,10,0,1679618,cukup_nyaman
esp32-room2,25.2,61.4,50.4,20,1,1679916,cukup_nyaman
esp32-room3,22.9,49.6,59.2,7,0,1680124,nyaman
esp32-room2,35.7,44.7,10.9,1,0,1680255,cukup_nyaman
esp32-room3,27.3,63.8,67.3,12,0,1680440,cukup_nyaman
esp32-room3,35.3,52.4,17.9,22,0,1680498,cukup_nyaman
esp32-room2,21.8,41.1,35.7,0,1,1680543,nyaman
esp32-room2,25.7,50.0,22.4,23,1,1680804,nyaman
esp32-room3,23.8,55.2,49.9,6,0,1681035,nyaman
esp32-room2,24.1,53.6,70.5,7,0,1681313,cukup_nyaman
esp32-room1,24.3,54.9,45.7,18,0,1681488,nyaman
esp32-room1,22.6,50.6,26.5,2,1,1681765,nyaman
esp32-room3,24.4,58.5,56.2,19,1,1682038,nyaman
esp32-room3,23.4,38.8,51.9,6,0,1682079,cukup_nyaman
esp32-room2,24.2,53.4,50.0,8,1,1682351,nyaman
esp32-room3,27.1,72.2,74.1,10,0,1682474,tidak_nyaman
esp32-room2,28.2,60.7,52.9,14,1,1682534,cukup_nyaman
esp32-room2,22.3,37.8,23.0,22,1,1682657,nyaman
esp32-room1,30.1,61.3,68.2,12,0,1682816,tidak_nyaman
esp32-room2,24.7,53.7,47.1,18,0,1682952,nyaman
esp32-room1,26.0,81.0,60.2,16,0,1683004,cukup_nyaman
esp32-room3,26.0,67.1,65.7,12,0,1683252,cukup_nyaman
esp32-room2,23.4,43.9,25.9,1,1,1683419,nyaman
esp32-room3,19.7,44.7,29.6,0,0,1683685,nyaman
esp32-room1,27.0,59.8,78.6,10,0,1683781,cukup_nyaman
esp32-room2,22.0,43.0,21.6,1,1,1684070,nyaman
esp32-room1,28.3,62.1,71.8,12,0,1684365,tidak_nyaman
esp32-room2,26.5,66.6,47.9,16,0,1684416,cukup_nyaman
esp32-room3,28.3,49.2,46.5,18,0,1684463,nyaman
esp32-room2,27.9,57.9,78.1,11,0,1684572,cukup_nyaman
esp32-room2,36.0,46.7,24.7,1,0,1684807,cukup_nyaman
esp32-room2,24.5,52.2,21.2,0,1,1684962,nyaman
esp32-room2,26.1,73.4,73.9,12,0,1685052,tidak_nyaman
esp32-room2,22.0,47.0,13.6,1,1,1685165,nyaman
esp32-room1,24.4,53.2,86.9,20,1,1685235,cukup_nyaman
esp32-room3,20.5,41.9,7.2,4,0,1685461,nyaman
esp32-room3,21.2,52.7,25.4,1,1,1685519,nyaman
esp32-room2,27.7,64.3,66.6,9,0,1685776,cukup_nyaman
esp32-room2,22.2,49.5,54.9,6,0,1685973,nyaman
esp32-room1,20.5,42.8,22.4,3,0,1686077,nyaman
esp32-room3,27.9,56.9,59.3,16,1,1686157,cukup_nyaman
esp32-room3,28.6,62.0,78.7,11,0,1686457,tidak_nyaman
esp32-room3,20.9,47.1,22.6,2,0,1686703,nyaman
esp32-room3,25.1,55.4,54.0,19,0,1686965,nyaman
esp32-room2,25.9,50.6,42.2,10,1,1687053,nyaman
esp32-room3,23.5,51.1,27.0,23,0,1687230,nyaman
esp32-room2,21.6,47.6,5.4,1,0,1687444,nyaman
esp32-room2,25.8,54.8,34.9,19,0,1687644,nyaman
esp32-room3,19.6,43.7,15.5,1,0,1687827,nyaman
esp32-room2,25.9,55.5,51.6,14,0,1687949,nyaman
esp32-room2,22.6,47.9,10.2,22,0,1688106,nyaman
esp32-room2,25.8,61.5,50.2,19,0,1688305,cukup_nyaman
esp32-room2,27.0,64.0,68.8,9,0,1688389,cukup_nyaman
esp32-room2,22.3,50.4,48.4,6,0,1688669,nyaman
esp32-room1,23.1,48.1,49.8,11,1,1688927,nyaman
esp32-room2,21.6,42.5,22.9,0,0,1689035,nyaman
esp32-room2,26.4,61.6,66.0,15,1,1689122,cukup_nyaman
esp32-room3,23.9,58.9,65.5,8,0,1689177,nyaman
esp32-room1,27.5,67.5,70.1,11,0,1689393,tidak_nyaman
esp32-room2,22.6,39.5,24.7,3,0,1689532,nyaman
esp32-room1,18.8,47.1,25.7,21,0,1689744,nyaman
esp32-room1,20.8,45.1,24.0,23,0,1689800,nyaman
esp32-room2,29.2,64.7,55.7,15,1,1689877,tidak_nyaman
esp32-room3,25.6,59.5,62.2,14,0,1689930,nyaman
esp32-room3,24.7,47.7,46.5,7,0,1690225,nyaman
esp32-room3,25.7,52.2,96.9,20,0,1690355,cukup_nyaman
esp32-room3,21.4,90.6,32.9,3,1,1690506,cukup_nyaman
esp32-room3,36.3,50.7,53.8,18,1,1690656,cukup_nyaman
esp32-room3,24.1,60.9,67.9,14,0,1690794,cukup_nyaman
esp32-room3,27.0,55.4,63.3,14,0,1691055,cukup_nyaman
esp32-room2,23.8,40.4,29.4,23,0,1691238,nyaman
esp32-room3,19.6,42.2,32.7,5,0,1691417,nyaman
esp32-room2,22.9,43.9,31.6,23,1,1691546,nyaman
esp32-room3,26.2,58.5,60.0,15,0,1691743,cukup_nyaman
esp32-room3,21.3,45.7,31.9,22,1,1691932,nyaman
esp32-room2,21.2,53.9,34.8,21,0,1692073,nyaman
esp32-room3,28.0,72.3,67.9,10,0,1692176,tidak_nyaman
esp32-room1,22.6,49.2,16.0,0,0,1692211,nyaman
esp32-room3,27.7,74.9,65.6,12,0,1692506,tidak_nyaman
esp32-room1,22.3,41.4,11.6,3,0,1692610,nyaman
esp32-room1,23.3,51.0,53.2,20,0,1692735,nyaman
esp32-room1,22.9,45.8,37.4,6,1,1692792,nyaman
esp32-room2,21.9,48.0,31.0,2,0,1692989,nyaman
esp32-room2,20.6,50.3,13.9,1,0,1693216,nyaman
esp32-room3,27.4,61.1,60.1,10,0,1693436,cukup_nyaman
esp32-room2,28.3,61.4,62.6,17,0,1693500,cukup_nyaman
esp32-room3,26.1,56.5,49.8,12,1,1693665,nyaman
esp32-room1,24.3,52.6,56.9,7,0,1693825,nyaman
esp32-room2,23.7,49.6,59.2,8,0,1694116,nyaman
esp32-room2,27.3,60.3,49.4,14,0,1694273,cukup_nyaman
esp32-room2,27.7,60.9,91.1,18,1,1694354,tidak_nyaman
esp32-room1,27.4,52.9,59.1,17,1,1694480,cukup_nyaman
esp32-room1,19.8,42.9,16.7,22,0,1694614,nyaman
esp32-room1,22.2,40.7,18.1,21,0,1694709,nyaman
esp32-room1,22.3,45.0,39.3,3,1,1694778,nyaman
esp32-room3,21.3,46.2,21.1,1,0,1695078,nyaman
esp32-room2,25.5,48.2,36.1,20,0,1695118,nyaman
esp32-room2,26.0,64.5,65.6,15,0,1695367,cukup_nyaman
esp32-room1,28.6,73.4,66.8,9,0,1695400,tidak_nyaman
esp32-room3,22.0,51.1,17.3,23,0,1695450,nyaman
esp32-room2,25.0,46.5,53.8,19,1,1695713,nyaman
esp32-room2,23.4,52.9,51.5,6,0,1695865,nyaman
esp32-room1,24.5,51.0,42.1,7,1,1696112,nyaman
esp32-room2,23.6,45.2,24.8,1,0,1696353,nyaman
esp32-room2,20.9,45.1,13.1,0,0,1696616,nyaman
esp32-room1,22.3,46.3,36.3,21,0,1696675,nyaman
esp32-room1,28.1,65.3,88.8,10,0,1696928,tidak_nyaman
esp32-room3,27.4,61.9,68.7,13,0,1696994,cukup_nyaman
esp32-room1,28.0,62.1,67.4,16,1,1697147,cukup_nyaman
esp32-room2,22.3,49.4,52.4,6,0,1697295,nyaman
esp32-room1,27.9,68.2,65.9,11,0,1697539,cukup_nyaman
esp32-room2,21.0,48.2,13.6,1,0,1697624,nyaman
esp32-room3,21.9,46.0,16.6,1,0,1697825,nyaman
esp32-room3,26.9,64.6,61.6,10,0,1697872,cukup_nyaman
esp32-room2,25.9,53.0,46.8,20,1,1697952,nyaman
esp32-room1,24.8,50.5,68.5,6,0,1698096,nyaman
esp32-room2,25.4,50.2,46.7,7,1,1698153,nyaman
esp32-room1,25.2,63.6,62.6,17,0,1698317,cukup_nyaman
esp32-room1,28.7,63.2,72.3,14,0,1698485,tidak_nyaman
esp32-room2,22.8,41.6,35.4,5,1,1698629,nyaman
esp32-room1,25.8,51.0,57.6,20,0,1698850,nyaman
esp32-room2,27.9,81.4,71.0,14,0,1699001,tidak_nyaman
esp32-room3,25.3,53.2,67.1,7,0,1699073,nyaman
esp32-room2,26.8,64.4,76.8,17,0,1699211,tidak_nyaman
esp32-room2,28.6,62.9,95.6,15,0,1699392,tidak_nyaman
esp32-room2,20.2,44.6,29.7,23,0,1699661,nyaman
esp32-room1,28.1,93.2,71.7,12,0,1699855,tidak_nyaman
esp32-room2,23.3,47.8,31.5,23,1,1699966,nyaman
esp32-room2,24.2,44.0,17.3,4,1,1700029,nyaman
esp32-room1,25.2,62.5,63.8,16,0,1700171,cukup_nyaman
esp32-room2,24.1,52.7,48.4,18,0,1700440,nyaman
esp32-room1,21.9,49.7,24.7,6,1,1700556,nyaman
esp32-room3,21.8,42.8,18.9,21,1,1700611,nyaman
esp32-room1,25.3,49.0,52.8,18,1,1700692,nyaman
esp32-room1,26.8,59.5,65.4,13,0,1700973,cukup_nyaman
esp32-room2,23.3,53.7,43.2,10,1,1701060,nyaman
esp32-room3,23.8,45.8,23.3,4,0,1701295,nyaman
esp32-room1,21.6,50.7,8.9,23,0,1701469,nyaman
esp32-room3,21.1,43.6,32.2,21,0,1701635,nyaman
esp32-room3,25.3,53.3,49.3,20,0,1701731,nyaman
esp32-room3,21.1,47.1,34.1,23,1,1701883,nyaman
esp32-room2,24.7,62.3,42.9,19,0,1702070,nyaman
esp32-room1,26.8,68.4,68.0,11,0,1702118,cukup_nyaman
esp32-room1,21.6,41.2,4.0,1,0,1702211,nyaman
esp32-room1,27.4,63.1,55.7,15,0,1702430,cukup_nyaman
esp32-room1,24.3,49.9,50.7,6,0,1702570,nyaman
esp32-room1,26.6,64.1,71.0,12,0,1702720,tidak_nyaman
esp32-room2,19.4,41.8,22.3,5,0,1702891,nyaman
esp32-room3,22.9,52.3,56.8,8,0,1703021,nyaman
esp32-room2,22.1,39.0,23.1,3,0,1703116,nyaman
esp32-room1,35.8,45.6,4.2,2,0,1703287,cukup_nyaman
esp32-room3,28.1,57.3,74.6,14,0,1703478,cukup_nyaman
esp32-room2,21.0,40.6,27.0,22,0,1703612,nyaman
esp32-room1,20.5,44.9,31.4,21,0,1703821,nyaman
esp32-room1,23.6,48.8,23.0,22,0,1704086,nyaman
esp32-room1,24.0,43.5,43.7,8,1,1704307,nyaman
esp32-room2,28.6,70.1,75.4,13,0,1704530,tidak_nyaman
esp32-room2,28.5,58.6,63.4,16,0,1704699,cukup_nyaman
esp32-room1,24.4,54.5,48.9,18,0,1704737,nyaman
esp32-room2,26.6,61.0,49.5,15,1,1704865,cukup_nyaman
esp32-room2,26.6,62.3,65.6,18,1,1705153,cukup_nyaman
esp32-room3,25.0,49.7,56.6,19,0,1705241,nyaman
esp32-room1,24.0,55.0,54.9,20,0,1705528,nyaman
esp32-room3,21.8,42.9,33.4,2,1,1705711,nyaman
esp32-room2,20.0,37.7,23.4,1,0,1705823,nyaman
esp32-room2,23.2,52.7,41.4,10,1,1705854,nyaman
esp32-room1,23.0,54.5,45.3,7,0,1706011,nyaman
esp32-room3,28.2,62.9,62.1,15,0,1706192,cukup_nyaman
esp32-room1,29.3,55.3,65.8,12,1,1706354,cukup_nyaman
esp32-room2,19.4,43.8,17.9,23,0,1706511,nyaman
esp32-room3,23.0,45.7,20.6,2,0,1706609,nyaman
esp32-room1,21.9,49.1,30.6,23,1,1706723,nyaman
esp32-room2,26.8,63.3,47.7,15,0,1706882,cukup_nyaman
esp32-room3,26.8,61.0,47.7,16,0,1707010,cukup_nyaman
esp32-room1,26.5,69.1,81.6,13,0,1707074,tidak_nyaman
esp32-room2,22.1,46.2,18.0,22,0,1707154,nyaman
esp32-room3,25.5,60.4,63.6,15,0,1707275,cukup_nyaman
esp32-room1,24.3,58.7,41.3,18,1,1707449,nyaman
esp32-room1,24.9,58.9,48.7,19,0,1707741,nyaman
esp32-room2,28.1,69.3,65.9,12,0,1707916,cukup_nyaman
esp32-room1,22.1,44.1,26.6,4,0,1708100,nyaman
esp32-room1,26.6,59.7,43.3,19,1,1708353,nyaman
esp32-room3,28.2,61.0,60.6,16,0,1708458,cukup_nyaman
esp32-room2,25.8,59.2,58.3,19,1,1708655,nyaman
esp32-room3,27.6,68.0,69.4,13,0,1708845,cukup_nyaman
esp32-room1,21.5,50.4,32.6,23,0,1708925,nyaman
